Id,FileName,FileType,FileSize,ImgDescription,ImgTitle,Display,Portion,ImgWidth,ImgHeight,ImgHorizontalResolution,ImgVerticalResolution,ImgBitDepth,LastEditDate,ImageType
58E3E590-B219-43DD-912F-BE52D45BCE75,022504073.png,Png,65175,"Apple, raw","Apple, yellow, raw, 4 large quarters",Aerial,4 large quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 15:34,Food
346ED565-573D-4278-A317-6C390D0B059D,072302172.png,Png,34263,"Apple, raw","Apple, yellow, raw, 1 medium size",Aerial,1 medium size,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:18,Food
67BF28F9-CC6E-45E6-B0AA-F00CF7CD2AF6,072302205.png,Png,14655,"Apple, raw","Apple, red, raw, 1 large size",Aerial,1 large size,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:08,Food
DFE3FEF5-CCDD-4C7A-92C1-4D44098868EB,072302206.png,Png,37749,"Apple, raw","Apple, green, raw, 1 medium size",Aerial,1 medium size,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:18,Food
9FE7EC66-B7F5-4967-AC9E-A6CE76961BFD,072402249.png,Png,25476,"Apple, raw","Apple, red, raw, 4 medium quarters",Aerial,4 medium quarters,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
D11CB296-9259-402B-89F1-4B57B22902AC,072402250.png,Png,23283,"Apple, raw","Apple, red, raw, 3/4 medium",Aerial,3/4 medium,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:10,Food
8220B27C-30A7-4522-9AA8-1335ADC542DD,072402251.png,Png,20728,"Apple, raw","Apple, red, raw, 1/2 medium",Aerial,1/2 medium,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:10,Food
28052BE6-3923-49C2-A996-FEC2DF38093D,072402252.png,Png,18423,"Apple, raw","Apple, red, raw, 1/4 medium",Aerial,1/4 medium,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:10,Food
8775CC08-B19D-4A77-B497-C2D8208EA6FF,072402253.png,Png,109702,"Apple, raw","Apple, green, raw, 4 medium quarters",Aerial,4 medium quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
8176BB16-2F3D-4657-9ECE-0C2B75F57F03,072402254.png,Png,104139,"Apple, raw","Apple, green, raw, 3/4 medium",Aerial,3/4 medium,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
D912D5ED-D05A-4EF1-9C7B-02AE3BB71A6C,072402255.png,Png,100348,"Apple, raw","Apple, green, raw, 1/2 medium",Aerial,1/2 medium,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
94A4D199-6713-47F3-BE92-05A9136C79A8,072402256.png,Png,95858,"Apple, raw","Apple, green, raw, 1/4 medium size",Aerial,1/4 medium size,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
F3550C71-E4D3-4B70-A2A9-709CD1B4C153,072402257.png,Png,105204,"Apple, raw","Apple, yellow, raw, 4 medium quarters",Aerial,4 medium quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
E7AEBD30-5C25-4686-8AE7-6083F82C7750,072402258.png,Png,100423,"Apple, raw","Apple, yellow, raw, 3/4 medium",Aerial,3/4 medium,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
8E5CAA44-60C3-404C-8760-74708EB01AF7,072402259.png,Png,96889,"Apple, raw","Apple, yellow, raw, 1/2 medium",Aerial,1/2 medium,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
ECDC1D36-B358-4C76-A619-0CFBC2F9B44C,072402260.png,Png,95464,"Apple, raw","Apple, yellow, raw, 1/4 medium",Aerial,1/4 medium,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:21,Food
4600EA95-F363-4CC6-AD0D-74996196A18A,091307223.png,Png,22564,"Apple, raw","Apple (fresh/raw), 1 slice",Aerial,1 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:41,Food
A0DFB136-2F25-4799-A08F-B2F2DB4C5AFF,091307224.png,Png,23368,"Apple, raw","Apple (fresh/raw), 1/4 cup",Aerial,1/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:41,Food
A339AD7F-3974-4B86-91B4-05D07CA7F9EC,091307225.png,Png,25091,"Apple, raw","Apple (fresh/raw), 1/2 cup",Aerial,1/2 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:41,Food
780E8A79-56C4-4D5B-AEC0-A22229BE154B,091307226.png,Png,26952,"Apple, raw","Apple (fresh/raw), 3/4 cup",Aerial,3/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:41,Food
66D1B1DE-299F-42F4-8CB3-915EF3F7E9F9,091307227.png,Png,27335,"Apple, raw","Apple (fresh/raw), 1 cup",Aerial,1 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:41,Food
E51BF940-C1D5-4811-AC80-24021C6AC55C,091307228.png,Png,101755,"Apple, raw","Apple (fresh/raw), 1 1/4 cups",Aerial,1-1/4 cups,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:08,Food
1604748B-535E-4C63-9D8B-3A45796FC33F,091307229.png,Png,100469,"Apple, raw","Apple (fresh/raw), 1 1/2 cups",Aerial,1-1/2 cups,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:08,Food
69C7AF64-BE9F-47B9-B4F5-CC5CDF5858E9,091307230.png,Png,103031,"Apple, raw","Apple (fresh/raw), 1 3/4 cups",Aerial,1-3/4 cups,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:08,Food
4AE4E7DE-AF3C-43A6-B3A8-03FE99122C4A,091307231.png,Png,102619,"Apple, raw","Apple (fresh/raw), 2 cups",Aerial,2 cups,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:09,Food
D1F9961E-3296-4347-9D86-982FA2EED5A8,110502215.png,Png,55369,"Apple, raw","Crabapple, raw, 1 fruit",Aerial,1 fruit,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:35,Food
714C84B0-0F42-4511-A418-C3E9ED52077C,121103102.png,Png,24635,"Apple, raw","Apple, green, raw, 1 small size",Aerial,1 small whole fruit,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
FB678235-62DA-4894-A818-63471D1A29E5,121103103.png,Png,25634,"Apple, raw","Apple, green, raw, 1 large size",Aerial,1 large size,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
9B4B7F47-B6AA-46BE-8B80-A23EC15BBE3C,121103104.png,Png,24110,"Apple, raw","Apple, yellow, raw, 1 small size",Aerial,1 small whole fruit,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
52B848DE-23BF-4618-A9C7-B5F8FCF29C01,121103106.png,Png,6960,"Apple, raw","Apple, red, raw, 1 small size",Aerial,1 small whole fruit,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
216382E7-FCE1-4221-B97E-B430F8BBECF7,121103107.png,Png,10377,"Apple, raw","Apple, red, raw, 1 medium size",Aerial,1 medium size,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
A3C521A3-3FB9-4A79-8B07-CDF620AC020B,121103146.png,Png,69309,"Apple, raw","Apple, green, raw, 4 large quarters",Aerial,4 large quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
5ECF5839-EB74-47A8-BC2F-2C8A036D14C1,121103147.png,Png,63833,"Apple, raw","Apple, green, raw, 3/4 large",Aerial,3/4 large,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
E26E4C6A-BD50-43FD-8582-22B213A5ACF9,121103148.png,Png,59519,"Apple, raw","Apple, green, raw, 1/2 large",Aerial,1/2 large,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
97D19812-AC60-4C51-9D35-571B793B60BD,121103149.png,Png,55744,"Apple, raw","Apple, green, raw, 1/4 large",Aerial,1/4 large,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
16CEDF31-149C-4686-BFB7-259B28D9F838,121103150.png,Png,65206,"Apple, raw","Apple, green, raw, 4 small quarters",Aerial,4 small quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
5B2851BA-9918-4375-A067-759C077EE675,121103151.png,Png,59954,"Apple, raw","Apple, green, raw, 3/4 small",Aerial,3/4 small,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
CE26CAB2-48A3-4E15-993D-2F57E92ED79D,121103152.png,Png,57697,"Apple, raw","Apple, green, raw, 1/2 small",Aerial,1/2 small,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
300EB0B3-74E2-4C35-9BA2-2F5E4483ADEA,121103153.png,Png,54630,"Apple, raw","Apple, green, raw, 1/4 small",Aerial,1/4 slice,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
97284D40-2F68-47ED-BABD-4FE6C5FF1681,121103154.png,Png,60621,"Apple, raw","Apple, yellow, raw, 4 small quarters",Aerial,4 small quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
C6A2AC29-C0EC-4D20-8F0C-F4B6D07B7F68,121103155.png,Png,57834,"Apple, raw","Apple, yellow, raw, 3/4 small",Aerial,3/4 small,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
54DBF202-C99C-46B9-AAF3-90ABA13CF494,121103156.png,Png,55343,"Apple, raw","Apple, yellow, raw, 1/2 small",Aerial,1/2 small,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
B58627EB-B276-414C-AA52-7CD48593F9CC,121103157.png,Png,53442,"Apple, raw","Apple, yellow, raw, 1/4 small",Aerial,1/4 slice,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
5B719ABA-4FBD-44E9-94EB-0C3276D2DB83,121103158.png,Png,70728,"Apple, raw","Apple, red, raw, 4 large quarters",Aerial,4 large quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
E0C3DABF-C843-40BF-8F04-A6270A783622,121103159.png,Png,64479,"Apple, raw","Apple, red, raw, 3/4 large",Aerial,3/4 large,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
B4047DA1-6AA6-4D0C-B69C-C2A4D222A4DA,121103160.png,Png,60159,"Apple, raw","Apple, red, raw, 1/2 large",Aerial,1/2 large,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
B7D6B5A9-89D5-43CC-958E-73B349F23F1B,121103161.png,Png,53902,"Apple, raw","Apple, red, raw, 1/4 large",Aerial,1/4 large,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
66506AA9-B606-466E-86B7-990AC865280B,121103162.png,Png,62768,"Apple, raw","Apple, red, raw, 4 small quarters",Aerial,4 small quarters,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
FCDC06C8-2EBE-4764-89FE-FB2300EF1133,121103163.png,Png,60057,"Apple, raw","Apple, red, raw, 3/4 small",Aerial,3/4 small,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
D016051C-42E5-4B05-99B8-0F8C8DF966A6,121103164.png,Png,55668,"Apple, raw","Apple, red, raw, 1/2 small",Aerial,1/2 small,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
10F377CE-821B-4BCB-AADB-039C8DEAF78C,121103165.png,Png,53478,"Apple, raw","Apple, red, raw, 1/4 small",Aerial,1/4 slice,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:49,Food
CAF2B69A-DC86-4738-8B56-577ABDFDC8B1,121709105.png,Png,32304,Biscuit with gravy (Includes with sausage gravy; and Hardee's Biscuit 'N' Gravy),"Biscuit and Gravy, 1 biscuit",Aerial,1 biscuit,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:18,Food
8F21BA57-5352-4FEA-8809-FA30D9750A32,102209109.png,Png,53080,"Biscuit, baking powder or buttermilk type, commercially baked","Biscuit (plain), fast food, McDonald's, 1 biscuit",Aerial,1 biscuit,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:32,Food
AF2EA334-251B-451E-B39B-ADC49E3E705E,111209116.png,Png,27505,"Biscuit, baking powder or buttermilk type, commercially baked","Biscuit (plain), fast food, Kentucky Fried Chicken, 1 biscuit",Aerial,1 biscuit,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:06,Food
CC61CCEE-E089-4394-BA3B-9C3B47136E96,120809117.png,Png,18710,"Biscuit, baking powder or buttermilk type, commercially baked","Biscuit (plain), fast food, Popeye's, 1 biscuit",Aerial,1 biscuit,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:15,Food
CD9121E0-D036-4733-9AC0-A7EFFB94B95E,021709114.png,Png,35498,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 3 breadsticks",Aerial,3 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
ADC5A3F4-4A15-471B-825F-CD07D89F81B1,021709115.png,Png,33881,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 2 1/2 breadsticks",Aerial,2-1/2 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
B0E86592-944F-43AB-B1F2-9E22BF724557,021709116.png,Png,30732,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 2 breadsticks",Aerial,2 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
F08D806C-632E-4991-932A-C4FEDD0D988A,021709117.png,Png,30724,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 1 1/2 breadsticks",Aerial,1-1/2 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
04E19C19-EE96-4B6D-A21A-A9EF2E6C86BA,021709118.png,Png,29401,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 1 breadstick",Aerial,1 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
51DE384E-C3EE-453D-ADD6-AE85A14C5998,021709119.png,Png,28132,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 3/4 breadstick",Aerial,3/4 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
23FA1F4E-328F-4476-8B3C-FC59EF80F80A,021709120.png,Png,27236,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 1/2 breadstick",Aerial,1/2 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
8570C297-240E-472E-93CC-6EF0160578D8,021709121.png,Png,25246,"Bread stick, soft, prepared with garlic and parmesan cheese","Pizza Hut breadsticks, small, 1/4 breadstick",Aerial,1/4 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:27,Food
506FD455-8E5A-4673-BEB9-ED1F4890930C,042109101.png,Png,30380,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 3 breadsticks",Aerial,3 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
C4E5E13F-A5B7-44D0-A418-B0221CB26EBC,042109102.png,Png,29471,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 2 1/2 breadsticks",Aerial,2-1/2 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
E43E836D-098F-4FD2-95A9-13990E3CF150,042109103.png,Png,28239,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 2 breadsticks",Aerial,2 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
86E37554-4495-4618-85B8-D43068E25C8B,042109104.png,Png,27191,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 1 1/2 breadsticks",Aerial,1-1/2 breadsticks,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
112040E8-9124-41F9-918A-D730B525AE12,042109105.png,Png,25486,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 1 breadstick",Aerial,1 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
9E844552-D620-4829-8BB1-34906BB62B8B,042109106.png,Png,25271,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 3/4 breadstick",Aerial,3/4 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
EF7AA668-3075-45FB-A5F8-5B7A501C2CC2,042109107.png,Png,24619,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 1/2 breadstick",Aerial,1/2 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
D97D57C9-1819-45FB-B958-F6F527799C01,042109108.png,Png,23993,"Bread stick, soft, prepared with garlic and parmesan cheese","Little Caesars Crazy Bread, small, 1/4 breadstick",Aerial,1/4 breadstick,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:45,Food
B0D2CA3E-90F5-46FF-9C6C-53F8464CB9EE,081502330.png,Png,59704,"Bread stick, soft, prepared with garlic and parmesan cheese","Crazy bread sticks, 1 stick",Aerial,1 stick,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:47,Food
DF23722D-D31C-44A2-A892-A629AC72BCD6,081502331.png,Png,58528,"Bread stick, soft, prepared with garlic and parmesan cheese","Crazy bread sticks, 1/2 stick",Aerial,1/2 stick,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:47,Food
FB60F478-F9DA-46BD-ADE2-C67D99481F57,080602259.png,Png,21329,"Bread, white, special formula, added fiber","Iron kids bread, 1 slice",Aerial,1 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:18,Food
C53F527A-0631-4676-B185-A0F836FE3D04,082102228.png,Png,83403,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 1/4 cup",Aerial,1/4 cup,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
A725F466-A0EE-4EE8-A3C1-4D594D2ABDBB,082102229.png,Png,92052,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 1/2 cup",Aerial,1/2 cup,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
48F7FDE6-B645-40F4-A56C-872C01690E8A,082102230.png,Png,97168,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 3/4 cup",Aerial,3/4 cup,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
92036913-849F-465E-8287-B6EC791C6D27,082102231.png,Png,100124,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 1 cup",Aerial,1 cup,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
E7AAF731-A380-4695-8F70-5BCDBF3E18DC,082102232.png,Png,104826,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 1-1/4 cups",Aerial,1-1/4 cups,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
16120BC5-3842-4774-B52E-7F3B2F8EACCB,082102233.png,Png,98470,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 1-1/2 cups",Aerial,1-1/2 cups,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
D3BE38F4-B690-452F-B4C2-E1E45A2E90F5,082102234.png,Png,114969,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 1-3/4 cups",Aerial,1-3/4 cups,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
08ACF124-BA04-4AFB-972B-AB126753F802,082102235.png,Png,90838,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)","Broccoli rice casserole, 2 cups",Aerial,2 cups,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:55,Food
36AF3C83-1929-4F4E-A35A-061B3AF33014,040811101.png,Png,29075,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, circle, small, 1 slice",Aerial,1 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:41,Food
C1D782BC-3D6E-48B2-AE1A-05154A27AD90,040811102.png,Png,29326,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, circle, medium, 1 slice",Aerial,1 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:41,Food
00910FCA-6C36-4107-985A-539F7A251970,040811103.png,Png,28534,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, circle, medium, 3/4 slice",Aerial,3/4 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:41,Food
55609299-59F1-438C-BD68-01F7B8C0EDA5,040811104.png,Png,27182,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, circle, medium, 1/2 slice",Aerial,1/2 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:41,Food
9AC0E75B-DB50-4F91-8CEB-62A875EB3DF1,040811105.png,Png,25738,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, circle, medium, 1/4 slice",Aerial,1/4 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:41,Food
